name,genderRank,divRank,overallRank,bib,division,age,state,country,profession,points,swim,swimDistance,t1,bike,bikeDistance,t2,run,runDistance,overall
Melissa Darmante,---,---,DNF,529,30-34,35,VA,USA,---,---,01:51:31,2.4 mi,00:12:51,08:11:28,112 mi,00:07:28,---,26.2 mi,DNF
Carol Davenport,---,---,DNS,382,60-64,65,NM,USA,---,---,---,2.4 mi,---,---,112 mi,---,---,26.2 mi,DNS
Merry Davis,---,---,DNF,1204,55-59,59,TX,USA,---,---,01:37:57,2.4 mi,00:12:26,07:10:05,112 mi,00:10:30,---,26.2 mi,DNF
Alberto De La Fuente,---,---,DNS,215,40-44,43,CA,MEX,---,---,---,2.4 mi,---,---,112 mi,---,---,26.2 mi,DNS
Andre De La Mora Ortiz,---,---,DNS,830,35-39,39,Intl State,MEX,---,---,---,2.4 mi,---,---,112 mi,---,---,26.2 mi,DNS
Manuel De La Vallina,---,---,DNS,1710,50-54,53,Intl State,MEX,---,---,---,2.4 mi,---,---,112 mi,---,---,26.2 mi,DNS
Erika Anne Degeorge,---,---,DNS,644,40-44,43,ME,USA,---,---,---,2.4 mi,---,---,112 mi,---,---,26.2 mi,DNS
Alexandre Delisle,---,---,DNF,1744,35-39,37,QC,CAN,---,---,01:15:26,2.4 mi,00:08:10,07:42:23,112 mi,00:06:11,---,26.2 mi,DNF
Vance Derryberry,---,---,DNS,594,40-44,---,TN,USA,---,---,---,2.4 mi,---,---,112 mi,---,---,26.2 mi,DNS
Higinio Diaz,---,---,DNS,102,60-64,---,---,USA,---,---,---,2.4 mi,---,---,112 mi,---,---,26.2 mi,DNS
Adrian Dibildox,---,---,DNS,752,40-44,42,D.F.,MEX,---,---,---,2.4 mi,---,---,112 mi,---,---,26.2 mi,DNS
Bas Diederen,---,---,DNF,9,PRO,36,---,NLD,---,---,00:44:36,2.4 mi,00:02:13,04:51:51,112 mi,00:01:53,---,26.2 mi,DNF
Alvaro Diez De Rivera,---,---,DNS,718,40-44,43,---,ESP,---,---,---,2.4 mi,---,---,112 mi,---,---,26.2 mi,DNS
Michelle Dinsmore,---,---,DNS,554,45-49,46,MO,USA,---,---,---,2.4 mi,---,---,112 mi,---,---,26.2 mi,DNS
